continent,location,date,population,Sum_vaccination,Percent_vaccination_population
Africa,Senegal,4/5/2021,"16,743,930","305,364",1.823729555
Europe,Czechia,2/2/2021,"10,708,982","305,014",2.848207234
Africa,Zimbabwe,4/16/2021,"14,862,927","304,701",2.050073986
Europe,Ukraine,4/5/2021,"43,733,759","304,682",0.696674622
Europe,Albania,4/15/2021,"2,877,800","304,488",10.58058239
Asia,Hong Kong,3/19/2021,"7,496,988","304,228",4.058003027
South America,Bolivia,3/31/2021,"11,673,029","304,185",2.605878903
Africa,Uganda,4/26/2021,"45,741,000","304,030",0.664677204
Asia,Maldives,4/14/2021,"540,542","303,752",56.19396828
North America,Dominican Republic,3/5/2021,"10,847,904","303,490",2.797683313
Asia,Sri Lanka,2/20/2021,"21,413,250","302,857",1.414343923
Africa,Senegal,4/4/2021,"16,743,930","302,857",1.808756964
Europe,Estonia,4/6/2021,"1,326,539","302,512",22.80460657
Europe,Bulgaria,3/9/2021,"6,948,445","302,151",4.348469334
South America,Uruguay,3/19/2021,"3,473,727","302,091",8.696451966
Asia,Malaysia,3/14/2021,"32,365,998","301,699",0.932147991
Europe,Malta,4/22/2021,"441,539","301,594",68.30517803
Europe,Germany,1/3/2021,"83,783,945","301,363",0.35969063
South America,Ecuador,4/4/2021,"17,643,060","301,069",1.706444347
Europe,Croatia,3/12/2021,"4,105,268","300,956",7.33097084
Asia,Mongolia,3/31/2021,"3,278,292","300,366",9.162271085
Africa,Ghana,3/10/2021,"31,072,945","300,000",0.965470122
Europe,Slovakia,2/14/2021,"5,459,643","299,564",5.486878904
South America,Colombia,3/7/2021,"50,882,884","299,400",0.588410044
Asia,Oman,4/25/2021,"5,106,622","299,258",5.860194861
Africa,Senegal,4/3/2021,"16,743,930","299,178",1.786784823
Europe,Hungary,1/31/2021,"9,660,350","299,138",3.096554473
Europe,Latvia,4/29/2021,"1,886,202","299,109",15.85773952
Asia,Maldives,4/12/2021,"540,542","299,029",55.32021564
Europe,Estonia,4/5/2021,"1,326,539","298,893",22.53179138
Europe,Lithuania,3/7/2021,"2,722,291","298,456",10.9634128
Europe,Lithuania,3/6/2021,"2,722,291","298,455",10.96337607
Asia,Iraq,4/23/2021,"40,222,503","298,377",0.741816092
Europe,Finland,2/17/2021,"5,540,718","298,189",5.381775431
Africa,South Africa,4/28/2021,"59,308,690","298,153",0.502713852
Europe,Slovenia,3/23/2021,"2,078,932","298,011",14.3348123
Europe,Austria,2/3/2021,"9,006,400","297,962",3.308336294
Europe,Lithuania,3/5/2021,"2,722,291","297,829",10.94038073
Europe,Norway,2/11/2021,"5,421,242","296,620",5.471439939
Asia,South Korea,3/5/2021,"51,269,183","296,380",0.57808606
North America,Canada,1/9/2021,"37,742,157","296,241",0.784907444
Asia,Lebanon,4/14/2021,"6,825,442","296,168",4.339176862
Asia,Lebanon,4/13/2021,"6,825,442","296,165",4.339132909
Africa,Malawi,4/30/2021,"19,129,955","296,127",1.547975413
Europe,Portugal,1/28/2021,"10,196,707","296,004",2.902937193
Europe,Malta,4/21/2021,"441,539","295,587",66.9447093
Asia,Saudi Arabia,1/17/2021,"34,813,867","295,530",0.848885876
Europe,Estonia,4/4/2021,"1,326,539","295,386",22.2674192
Asia,Thailand,4/5/2021,"69,799,978","294,881",0.422465749
Europe,Bulgaria,3/8/2021,"6,948,445","294,132",4.233062218
Europe,Greece,2/1/2021,"10,423,056","293,817",2.818914146
South America,Peru,2/25/2021,"32,971,846","293,769",0.890969223
Europe,Slovenia,3/22/2021,"2,078,932","293,764",14.13052471
Europe,Ireland,2/16/2021,"4,937,796","293,752",5.949050953
Europe,Denmark,2/3/2021,"5,792,203","293,705",5.070695899
Asia,Azerbaijan,3/1/2021,"10,139,175","293,360",2.893332051
Africa,Tunisia,4/23/2021,"11,818,618","293,073",2.479756939
Europe,Slovenia,3/20/2021,"2,078,932","292,636",14.07626608
Europe,Slovenia,3/21/2021,"2,078,932","292,636",14.07626608
Africa,South Africa,4/13/2021,"59,308,690","292,623",0.493389755
South America,Argentina,1/25/2021,"45,195,777","292,386",0.646932124
Asia,Malaysia,3/13/2021,"32,365,998","292,104",0.902502682
South America,Argentina,1/24/2021,"45,195,777","292,023",0.646128951
Europe,Ukraine,4/4/2021,"43,733,759","291,826",0.667278566
Europe,Estonia,4/3/2021,"1,326,539","291,238",21.95472579
Europe,Czechia,2/1/2021,"10,708,982","290,742",2.714935929
Africa,Malawi,4/29/2021,"19,129,955","290,344",1.517745337
Asia,Japan,3/15/2021,"126,476,458","290,275",0.229509115
Asia,Mongolia,3/30/2021,"3,278,292","290,108",8.849364242
Africa,South Africa,4/12/2021,"59,308,690","289,787",0.488607993
South America,Bolivia,3/30/2021,"11,673,029","289,351",2.478799633
Europe,Malta,4/20/2021,"441,539","288,797",65.4069063
Europe,Slovakia,2/13/2021,"5,459,643","288,756",5.288917242
Europe,Bulgaria,3/7/2021,"6,948,445","288,631",4.153893425
Africa,South Africa,4/10/2021,"59,308,690","288,406",0.486279498
Europe,Slovenia,3/19/2021,"2,078,932","288,402",13.87260382
Africa,South Africa,4/9/2021,"59,308,690","288,368",0.486215426
Africa,Senegal,4/2/2021,"16,743,930","288,319",1.72193147
South America,Argentina,1/23/2021,"45,195,777","288,064",0.637369283
Europe,Bulgaria,3/6/2021,"6,948,445","287,118",4.132118769
North America,Panama,3/18/2021,"4,314,768","287,086",6.653567469
Europe,Latvia,4/28/2021,"1,886,202","286,718",15.20081094
Europe,Belgium,1/27/2021,"11,589,616","286,702",2.473783428
Europe,Ukraine,4/2/2021,"43,733,759","286,647",0.655436456
Europe,Denmark,2/2/2021,"5,792,203","286,001",4.937689511
Asia,Lebanon,4/12/2021,"6,825,442","285,966",4.189706689
Africa,Zimbabwe,4/15/2021,"14,862,927","285,881",1.923450206
Africa,Malawi,4/28/2021,"19,129,955","285,824",1.494117472
Europe,Switzerland,1/30/2021,"8,654,618","285,814",3.302445007
Asia,Cambodia,3/11/2021,"16,718,971","284,894",1.704016354
Europe,Bulgaria,3/5/2021,"6,948,445","284,464",4.093923173
Europe,Slovakia,2/12/2021,"5,459,643","284,447",5.209992668
Asia,Israel,12/26/2020,"8,655,541","284,103",3.28232516
Europe,Finland,2/16/2021,"5,540,718","283,926",5.124353919
Europe,Lithuania,3/4/2021,"2,722,291","283,862",10.42732022
Asia,Maldives,4/10/2021,"540,542","283,753",52.49416327
Africa,South Africa,4/8/2021,"59,308,690","283,629",0.478225029
Europe,Switzerland,1/29/2021,"8,654,618","283,573",3.276551316
South America,Ecuador,4/1/2021,"17,643,060","283,106",1.604630943
Asia,Maldives,4/9/2021,"540,542","282,926",52.34116868
Europe,Malta,4/19/2021,"441,539","282,841",64.05798808
Europe,Estonia,4/2/2021,"1,326,539","282,813",21.31961443
Oceania,Australia,3/22/2021,"25,499,881","282,184",1.106609086
Europe,Albania,4/13/2021,"2,877,800","281,216",9.771909097
Africa,Malawi,4/27/2021,"19,129,955","281,049",1.469156619
Europe,Denmark,2/1/2021,"5,792,203","280,968",4.850796838
Europe,Slovenia,3/18/2021,"2,078,932","280,932",13.51328471
Europe,Ireland,2/15/2021,"4,937,796","280,581",5.682312514
Asia,Maldives,4/8/2021,"540,542","280,186",51.83427005
Europe,Austria,2/2/2021,"9,006,400","280,088",3.109877421
Africa,Tunisia,4/22/2021,"11,818,618","279,890",2.368212595
South America,Argentina,1/22/2021,"45,195,777","279,602",0.618646295
Asia,Turkey,1/14/2021,"84,339,067","279,452",0.33134348
Asia,Mongolia,3/29/2021,"3,278,292","279,069",8.512634018
Europe,Czechia,1/31/2021,"10,708,982","278,936",2.604692024
Africa,South Africa,4/7/2021,"59,308,690","278,909",0.470266667
Europe,Estonia,4/1/2021,"1,326,539","278,878",21.02297784
Europe,Hungary,1/30/2021,"9,660,350","278,830",2.886334346
Europe,Portugal,1/27/2021,"10,196,707","278,413",2.730420713
South America,Peru,2/24/2021,"32,971,846","278,196",0.843738018
Europe,Spain,1/8/2021,"46,754,783","277,976",0.594540242
Africa,Nigeria,3/24/2021,"206,139,587","277,458",0.134597146
Africa,Malawi,4/26/2021,"19,129,955","277,442",1.450301373
Europe,Finland,2/15/2021,"5,540,718","277,186",5.002709035
Europe,Germany,1/2/2021,"83,783,945","277,154",0.330796073
Europe,Czechia,1/30/2021,"10,708,982","277,093",2.587482172
Asia,Hong Kong,3/18/2021,"7,496,988","276,622",3.689775147
Europe,Malta,4/18/2021,"441,539","276,516",62.62549854
Europe,Finland,2/14/2021,"5,540,718","276,469",4.989768474
Africa,Uganda,4/24/2021,"45,741,000","276,306",0.604066374
Asia,Mongolia,3/27/2021,"3,278,292","276,068",8.421092447
Asia,Malaysia,3/12/2021,"32,365,998","275,851",0.852286403
South America,Bolivia,3/29/2021,"11,673,029","275,810",2.36279718
Europe,Czechia,1/29/2021,"10,708,982","275,295",2.570692527
Africa,Senegal,4/1/2021,"16,743,930","274,942",1.642039832
Asia,Bhutan,3/29/2021,"771,612","274,703",35.60118298
Europe,Malta,4/17/2021,"441,539","274,641",62.20084749
Asia,Lebanon,4/10/2021,"6,825,442","273,587",4.008341145
Europe,Latvia,4/27/2021,"1,886,202","273,196",14.4839206
Europe,Italy,1/5/2021,"60,461,828","273,122",0.451726335
Europe,Finland,2/13/2021,"5,540,718","273,115",4.929234803
Asia,Jordan,3/21/2021,"10,203,140","272,648",2.67219699
Africa,South Africa,4/6/2021,"59,308,690","272,438",0.459355956
Asia,Lebanon,4/9/2021,"6,825,442","272,379",3.990642657
Europe,Denmark,1/31/2021,"5,792,203","272,340",4.701837971
Europe,Switzerland,1/28/2021,"8,654,618","272,210",3.145257249
Europe,Ireland,2/14/2021,"4,937,796","271,942",5.507355913
Europe,Greece,1/30/2021,"10,423,056","271,287",2.60275873
Europe,Slovenia,3/17/2021,"2,078,932","270,861",13.02885328
Asia,Maldives,4/7/2021,"540,542","270,854",50.10785471
South America,Colombia,3/6/2021,"50,882,884","270,411",0.531438037
Europe,Slovakia,2/11/2021,"5,459,643","270,359",4.951953818
Europe,Belgium,1/26/2021,"11,589,616","270,240",2.331742484
Europe,Romania,1/19/2021,"19,237,682","270,046",1.403734608
Europe,Malta,4/16/2021,"441,539","269,763",61.09607532
Asia,Philippines,3/17/2021,"109,581,085","269,583",0.246012348
Africa,South Africa,4/1/2021,"59,308,690","269,102",0.453731148
Asia,Lebanon,4/8/2021,"6,825,442","268,578",3.934953956
Europe,Ireland,2/13/2021,"4,937,796","268,551",5.438681549
Europe,Bulgaria,3/4/2021,"6,948,445","268,544",3.864807162
Europe,Lithuania,3/3/2021,"2,722,291","268,425",9.860261082
Africa,Uganda,4/21/2021,"45,741,000","268,317",0.586600643
Europe,Ukraine,4/1/2021,"43,733,759","267,835",0.612421631
Europe,Albania,4/12/2021,"2,877,800","267,531",9.296372229
Africa,Malawi,4/22/2021,"19,129,955","267,293",1.397248451
Europe,Norway,2/10/2021,"5,421,242","267,069",4.926343447
Europe,Estonia,3/31/2021,"1,326,539","266,927",20.122062
Europe,Latvia,4/26/2021,"1,886,202","266,394",14.12330175
South America,Uruguay,3/18/2021,"3,473,727","265,889",7.654286016
South America,Argentina,1/21/2021,"45,195,777","265,724",0.587939887
Africa,Tunisia,4/21/2021,"11,818,618","265,365",2.245313285
Europe,Ireland,2/12/2021,"4,937,796","265,237",5.371566586
Europe,Croatia,3/8/2021,"4,105,268","265,223",6.460552636
Europe,Slovenia,3/16/2021,"2,078,932","264,726",12.73374983
Europe,Malta,4/15/2021,"441,539","264,658",59.93989206
North America,El Salvador,4/12/2021,"6,486,201","264,159",4.072630497
Africa,Malawi,4/21/2021,"19,129,955","263,931",1.37967392
South America,Bolivia,3/28/2021,"11,673,029","263,887",2.260655739
Africa,South Africa,3/31/2021,"59,308,690","263,878",0.444922995
Asia,Maldives,4/6/2021,"540,542","263,832",48.80878822
Asia,Sri Lanka,2/19/2021,"21,413,250","263,779",1.231849439
Europe,Slovenia,3/15/2021,"2,078,932","263,675",12.68319503
Europe,Portugal,1/26/2021,"10,196,707","263,499",2.584157807
South America,Bolivia,3/27/2021,"11,673,029","263,144",2.254290639
Europe,Austria,2/1/2021,"9,006,400","262,799",2.917913928
Africa,Zimbabwe,4/14/2021,"14,862,927","262,128",1.763636463
Europe,Latvia,4/25/2021,"1,886,202","262,107",13.89601962
Europe,Slovenia,3/13/2021,"2,078,932","262,047",12.60488559
Europe,Slovenia,3/14/2021,"2,078,932","262,047",12.60488559
Europe,France,1/13/2021,"68,147,687","261,903",0.384316785
Europe,Finland,2/12/2021,"5,540,718","261,342",4.716753316
Europe,Czechia,1/28/2021,"10,708,982","261,326",2.440250623
Europe,Ireland,2/11/2021,"4,937,796","261,073",5.287237464
Europe,Estonia,3/30/2021,"1,326,539","260,951",19.67156638
Africa,Senegal,3/31/2021,"16,743,930","260,754",1.557304647
Europe,Latvia,4/24/2021,"1,886,202","260,741",13.82359896
North America,Canada,1/8/2021,"37,742,157","260,654",0.690617656
Africa,Malawi,4/20/2021,"19,129,955","260,614",1.362334621
Asia,Vietnam,4/26/2021,"97,338,583","259,736",0.266837663
Europe,Switzerland,1/27/2021,"8,654,618","259,406",2.997313111
Europe,Malta,4/14/2021,"441,539","259,272",58.72006776
South America,Bolivia,3/26/2021,"11,673,029","259,171",2.220254914
Asia,Lebanon,4/7/2021,"6,825,442","259,153",3.796867661
Europe,Denmark,1/30/2021,"5,792,203","258,910",4.46997455
Africa,Malawi,4/19/2021,"19,129,955","258,107",1.34922952
Europe,Austria,1/31/2021,"9,006,400","258,107",2.865817641
Europe,Poland,1/11/2021,"37,846,605","257,834",0.681260578
Africa,Malawi,4/18/2021,"19,129,955","257,754",1.347384246
Europe,Belgium,1/25/2021,"11,589,616","257,562",2.222351457
Asia,Thailand,4/4/2021,"69,799,978","257,484",0.368888368
Africa,Rwanda,3/14/2021,"12,952,209","257,449",1.987684109
Europe,Estonia,3/29/2021,"1,326,539","257,381",19.40244501
Africa,Morocco,2/2/2021,"36,910,558","257,291",0.697066135
Oceania,Australia,3/21/2021,"25,499,881","257,019",1.007922351
Asia,Mongolia,3/24/2021,"3,278,292","256,979",7.838807525
Asia,Uzbekistan,4/14/2021,"33,469,199","256,958",0.767744696
Asia,Maldives,4/5/2021,"540,542","256,892",47.52489168
Europe,Albania,4/10/2021,"2,877,800","256,810",8.923830704
Europe,Austria,1/30/2021,"9,006,400","256,747",2.850717268
Europe,Ireland,2/10/2021,"4,937,796","256,681",5.198290897
Europe,Slovakia,2/10/2021,"5,459,643","256,569",4.699373201
Europe,Serbia,1/25/2021,"6,804,596","256,521",3.769819692
Europe,Lithuania,3/2/2021,"2,722,291","256,444",9.420153834
Asia,Singapore,2/10/2021,"5,850,343","256,000",4.375811811
South America,Peru,2/23/2021,"32,971,846","255,894",0.776098493
Europe,Portugal,1/24/2021,"10,196,707","255,699",2.507662523
Europe,Portugal,1/25/2021,"10,196,707","255,699",2.507662523
Europe,Latvia,4/23/2021,"1,886,202","255,562",13.54902603
Europe,Estonia,3/28/2021,"1,326,539","255,091",19.22981533
Europe,Malta,4/13/2021,"441,539","254,885",57.72649755
Europe,Estonia,3/27/2021,"1,326,539","254,556",19.18948482
Asia,Cambodia,3/10/2021,"16,718,971","254,090",1.519770565
Asia,Hong Kong,3/17/2021,"7,496,988","253,995",3.387960605
Oceania,Australia,3/20/2021,"25,499,881","253,831",0.995420332
Europe,Slovenia,3/12/2021,"2,078,932","253,716",12.20415098
Africa,Uganda,4/20/2021,"45,741,000","253,562",0.554342931
Africa,Rwanda,3/13/2021,"12,952,209","253,538",1.957488487
Europe,Greece,1/29/2021,"10,423,056","253,363",2.430793809
Europe,Austria,1/29/2021,"9,006,400","253,049",2.809657577
Africa,Tunisia,4/20/2021,"11,818,618","252,672",2.137914941
Europe,Estonia,3/26/2021,"1,326,539","252,167",19.00939211
Africa,South Africa,3/30/2021,"59,308,690","251,707",0.424401551
Asia,Israel,12/25/2020,"8,655,541","251,539",2.906103732
Europe,Portugal,1/23/2021,"10,196,707","251,524",2.466717932
Africa,Malawi,4/16/2021,"19,129,955","251,368",1.314002045
South America,Chile,2/3/2021,"19,116,209","250,956",1.312791673
Europe,Albania,4/9/2021,"2,877,800","250,676",8.710681771
Asia,Maldives,4/4/2021,"540,542","250,633",46.36697981
South America,Venezuela,4/12/2021,"28,435,943","250,000",0.879169015
Asia,Malaysia,3/11/2021,"32,365,998","249,909",0.772134386
Europe,Malta,4/12/2021,"441,539","249,400",56.48425167
Africa,Rwanda,3/12/2021,"12,952,209","249,074",1.923023324
Europe,Ukraine,3/31/2021,"43,733,759","248,736",0.568750562
Africa,Zimbabwe,4/13/2021,"14,862,927","248,355",1.670969655
Europe,Ireland,2/9/2021,"4,937,796","248,284",5.028235269
Europe,Czechia,1/27/2021,"10,708,982","248,219",2.317858037
Europe,Bulgaria,3/3/2021,"6,948,445","248,169",3.571576086
North America,Costa Rica,3/15/2021,"5,094,114","248,082",4.869973463
South America,Argentina,1/20/2021,"45,195,777","247,933",0.548575589
Europe,Hungary,1/29/2021,"9,660,350","247,889",2.566045744
Africa,Senegal,3/30/2021,"16,743,930","247,750",1.479640682
Europe,Finland,2/11/2021,"5,540,718","247,536",4.467579834
Europe,Lithuania,3/1/2021,"2,722,291","247,111",9.077317598
Europe,Belgium,1/24/2021,"11,589,616","246,302",2.12519552
Africa,Uganda,4/19/2021,"45,741,000","245,939",0.537677357
South America,Brazil,1/22/2021,"212,559,409","245,877",0.115674484
Asia,Indonesia,1/26/2021,"273,523,621","245,685",0.089822224
Europe,Latvia,4/22/2021,"1,886,202","245,553",13.01838297
Europe,Estonia,3/25/2021,"1,326,539","245,479",18.50522299
Asia,Maldives,4/3/2021,"540,542","245,470",45.41182739
Africa,Angola,4/11/2021,"32,866,268","245,442",0.746789991
South America,Ecuador,3/29/2021,"17,643,060","244,866",1.387888496
Europe,Denmark,1/29/2021,"5,792,203","244,850",4.227234439
Asia,Oman,4/21/2021,"5,106,622","244,821",4.794186842
Asia,Lebanon,4/6/2021,"6,825,442","244,772",3.586170683
Europe,Malta,4/11/2021,"441,539","244,718",55.42386969
Europe,Belgium,1/23/2021,"11,589,616","244,426",2.109008616
Asia,Thailand,4/3/2021,"69,799,978","244,254",0.349934208
Europe,Bulgaria,3/2/2021,"6,948,445","243,772",3.508295741
Europe,Slovakia,2/9/2021,"5,459,643","243,508",4.460145105
Europe,Ireland,2/8/2021,"4,937,796","243,353",4.928372902
Europe,Albania,4/8/2021,"2,877,800","242,542",8.428035305
Europe,Croatia,3/4/2021,"4,105,268","242,000",5.894864842
Asia,Jordan,3/17/2021,"10,203,140","241,868",2.370525152
North America,Costa Rica,3/12/2021,"5,094,114","241,724",4.745162751
Europe,Sweden,1/24/2021,"10,099,270","241,186",2.388152807
Asia,Maldives,4/2/2021,"540,542","241,127",44.60837456
Europe,Malta,4/10/2021,"441,539","240,984",54.57819128
Asia,Maldives,4/1/2021,"540,542","240,773",44.54288473
Oceania,Australia,3/19/2021,"25,499,881","240,754",0.944137739
Africa,Malawi,4/14/2021,"19,129,955","240,744",1.258466107
Europe,Ireland,2/7/2021,"4,937,796","240,487",4.870330812
Europe,Slovenia,3/11/2021,"2,078,932","240,224",11.5551639
Asia,Afghanistan,4/22/2021,"38,928,341","240,000",0.616517411
South America,Colombia,3/5/2021,"50,882,884","239,851",0.471378548
Africa,South Africa,3/29/2021,"59,308,690","239,665",0.404097612
Africa,Uganda,4/18/2021,"45,741,000","239,617",0.523856059
Europe,Lithuania,2/28/2021,"2,722,291","239,553",8.799683796
Africa,Tunisia,4/19/2021,"11,818,618","239,398",2.025600624
Europe,Lithuania,2/27/2021,"2,722,291","239,128",8.784071945
Africa,Rwanda,3/11/2021,"12,952,209","238,942",1.844797285
Europe,Lithuania,2/26/2021,"2,722,291","238,429",8.758395043
South America,Bolivia,3/25/2021,"11,673,029","238,178",2.04041299
Europe,Austria,1/28/2021,"9,006,400","238,026",2.642853971
Europe,Malta,4/9/2021,"441,539","237,806",53.85843606
Asia,Maldives,3/31/2021,"540,542","237,716",43.97734126
Europe,Portugal,1/22/2021,"10,196,707","236,730",2.321631876
Europe,Cyprus,4/23/2021,"875,899","236,265",26.97400043
Europe,Belgium,1/22/2021,"11,589,616","236,129",2.037418669
Europe,Latvia,4/21/2021,"1,886,202","235,870",12.50502332
Asia,Maldives,3/30/2021,"540,542","235,682",43.60105228
Europe,Estonia,3/24/2021,"1,326,539","235,436",17.74814008
Europe,Norway,2/9/2021,"5,421,242","235,373",4.341680375
Asia,Lebanon,4/5/2021,"6,825,442","235,303",3.447439741
Europe,Romania,1/18/2021,"19,237,682","235,239",1.222803246
South America,Ecuador,3/27/2021,"17,643,060","235,000",1.331968491
Europe,Czechia,1/26/2021,"10,708,982","234,752",2.192103787
Africa,Zimbabwe,4/12/2021,"14,862,927","234,579",1.578282663
Europe,Greece,1/28/2021,"10,423,056","234,285",2.24775728
